,lead_time,mean,std,p,alpha,algorithm,x_actor_lr,x_critic_lr,x_tau,expected_cost,expected_diff
0,0,5.0,1.0,4.0,1.0,iddpg,5.5,3.5,4.0,1.4005673319958756,0.01643031711408438
