,lead_time,mean,std,p,alpha,algorithm,x_actor_lr,x_critic_lr,x_tau,step,expected_cost,expected_diff
0,0,7.0,1.0,4.0,1.0,iddpg,5.5,3.5,4.0,0,1.4696429036692733,0.03139285477166609
