,lead_time,mean,std,p,alpha,algorithm,x_actor_lr,x_critic_lr,x_tau,step,expected_cost,expected_diff
0,0,5.0,2.0,4.0,1.0,iddpg,5.5,3.5,4.0,0,2.843325478134314,0.07901282814789626
