,lead_time,mean,std,p,alpha,algorithm,x_actor_lr,x_critic_lr,x_tau,step,expected_cost,expected_diff
0,0,7.0,1.0,4.0,1.0,iddpg,5.5,3.5,4.0,0,1.3970006266057766,0.011971567772788301
1,0,7.0,1.0,4.0,1.0,iddpg,5.5,3.5,4.0,1,1.3957371033670225,0.010647215602068199
2,0,7.0,1.0,4.0,1.0,iddpg,5.5,3.5,4.0,2,1.3967394098060342,0.01165796214094793
