,lead_time,mean,std,p,alpha,algorithm,x_actor_lr,x_critic_lr,x_tau,expected_cost,expected_diff
0,0,7.0,1.0,4.0,1.0,iddpg,5.5,3.5,4.0,1.396492379926278,0.011425581838601477
