,lead_time,mean,std,p,alpha,algorithm,x_actor_lr,x_critic_lr,x_tau,step,expected_cost,expected_diff
0,0,5.0,1.0,4.0,1.0,iddpg,5.5,3.5,4.0,0,1.3992085123272833,0.014851155484130098
1,0,5.0,1.0,4.0,1.0,iddpg,5.5,3.5,4.0,1,1.3988179752355385,0.019683945224186324
2,0,5.0,1.0,4.0,1.0,iddpg,5.5,3.5,4.0,2,1.4006193316619833,0.02409050847261312
