,lead_time,mean,std,p,alpha,algorithm,x_actor_lr,x_critic_lr,x_tau,expected_cost,expected_diff
0,0,5.0,1.0,4.0,1.0,iddpg,6.5,5.5,4.0,6.119316089327615,0.4151216333913917
