step,expected_cost,expected_diff
0,1.9041401338869943,0.06977547792288097
1000,1.931680493169674,0.06652866990573969
2000,1.927231780662723,0.06603431905789961
3000,1.895103701618801,0.068434055623431
4000,1.919261503633281,0.06869065373925438
5000,1.9383381191232822,0.06872007062088478
6000,1.937403327939989,0.06675271880226201
7000,1.9152103706191768,0.06864205349517531
8000,1.9322458308069852,0.06668170248375628
9000,1.9267531327609289,0.06926687547719626
10000,1.8843369930505338,0.06354132908949876
11000,1.5579747560354238,0.02974847525879956
12000,1.5113543685264588,0.03081507732755862
13000,1.4744535160747276,0.02978186703062921
14000,1.4766996157111993,0.030703825443203003
15000,1.4807389898617114,0.028789588343417223
16000,1.4656662799918108,0.02871862542947191
17000,1.4686323940823423,0.028226765003096087
18000,1.4599742667892202,0.029068406963147796
19000,1.4735753881552491,0.03113101440927452
20000,1.462653211687599,0.03238606009791488
21000,1.4666830682135668,0.03704654866176794
22000,1.4673523061253055,0.038075846334738775
23000,1.4849067091186468,0.04142803645718427
24000,1.5026762268404001,0.041611924709971174
25000,1.4948078372608782,0.04391670619519885
26000,1.5147757440391434,0.04723266441834244
27000,1.5075360049097675,0.04642585400891148
28000,1.5215810966541343,0.045961783517727964
29000,1.5161298059724886,0.046324605810558785
30000,1.52736601531291,0.04677456830703939
31000,1.5122741196404803,0.0468469947667295
32000,1.5231625206854895,0.046850354327143004
33000,1.5362197332983711,0.04845742475011506
34000,1.512903105101726,0.047036412920906476
35000,1.5330745139827808,0.04864808996716033
36000,1.524426806749573,0.04813613803136153
37000,1.5136821000726548,0.04673822471375806
38000,1.5303648460929031,0.04970318649108294
39000,1.5263701368804081,0.04836867204121473
40000,1.527532976092236,0.0490281019628994
41000,1.5267189353297743,0.04890810956667669
42000,1.5375680604230897,0.048808426385187974
43000,1.5153050474323704,0.04725620257384101
44000,1.5290974919548748,0.04776276789864933
45000,1.5299925784582158,0.04964209953834794
46000,1.5107276067035218,0.047999609909352106
47000,1.5246608490917424,0.048789566922425365
48000,1.5278051122760976,0.04913517213044653
49000,1.537054553087549,0.046643298133738534
50000,1.5322965993757336,0.048240228043574
