step,expected_cost,expected_diff
0,28.773777108222756,1.0091820827797695
1000,28.7430519028566,1.0078235995554412
2000,30.181384724894652,1.0130147715535465
3000,28.855411543518287,1.0331440382444594
4000,29.423572577282666,0.9953746880277573
5000,29.142891154366726,0.9989302678983611
6000,29.109425540364487,1.00498419502562
7000,29.463492539188113,1.0149634444273068
8000,29.126087957385284,1.0196917245030594
9000,29.094570223550285,1.0216900254173558
10000,29.326720610523026,1.0173211391371053
11000,7.912788291555565,7.170494910896389
12000,6.426339512238046,8.996783526031614
13000,6.3063517550461885,9.302968827754018
14000,6.328546758923292,9.527141403967665
15000,6.2544810756670275,9.088237613068042
16000,6.227156365220967,9.332773398982116
17000,6.462726624995943,9.524419908723205
18000,6.211911857633484,9.484792425990968
19000,6.284352433547934,9.642915170565031
20000,6.484540145053338,9.719053231689124
21000,6.486549887620865,9.312901484333235
22000,6.361790509939621,9.545804303780802
23000,6.119106583650257,9.22650686779192
24000,6.363179313946199,9.512316303881367
25000,6.2620526636337095,9.532041677981294
26000,6.278629176452168,9.715676133751904
27000,6.561065777950528,9.575147855566277
28000,6.359063481382784,9.310335340665436
29000,6.332426419750558,9.254588365636206
30000,6.361888349158363,9.442597573710849
31000,6.4240567578799235,9.230675356243754
32000,6.376315164949484,9.063263336328411
33000,6.335292450531558,9.323863900404282
34000,6.500396738351498,9.649198697186057
35000,6.4307028075884105,9.05623250523664
36000,6.182829002789016,10.016978375046904
37000,6.244026000416906,9.47394744778036
38000,6.231240801449511,8.911533771736897
39000,6.362263904702633,9.708626376494133
40000,6.347260239517316,9.463221258071792
41000,6.247541845824502,9.469882307929975
42000,6.255334586529183,9.419894623846645
43000,6.426225116644696,9.493948863008528
44000,6.159532318977206,9.496747706256215
45000,6.2379520949810106,9.351618738744545
46000,6.149531810863366,9.39305320144733
47000,6.517874817103891,9.349281751596104
48000,6.266009142525573,9.15276012285413
49000,6.43262615688298,9.523283330475428
50000,6.438786507694927,9.316373826312601
51000,6.2973104866837275,9.388203698622055
52000,6.242460955429558,9.219565461436726
53000,18.69990676985724,0.32010347238006015
54000,16.303923850534556,0.3815421364123922
55000,15.489393856448098,0.3101634571657445
56000,15.484782987329673,0.29149323965834234
57000,15.290043472995503,0.33239148092830934
58000,16.413211207194887,0.2896021096789248
59000,18.1593823977137,0.22477369578461823
60000,19.5976087087987,0.22100393030261042
61000,21.48905302162617,0.19287543492397452
62000,21.628702722231257,0.12115094385028839
63000,21.61620486630539,0.13244944225209157
64000,21.44575056453464,0.132115465330662
65000,21.63872287396053,0.08482762833580619
66000,21.53682441350663,0.11685107368889323
67000,22.204758514417357,0.07541057806800795
68000,21.625106402154405,0.08451954819746721
69000,20.470524101242393,0.09850520877670232
70000,20.836030382899104,0.1837590101752094
71000,20.42881371837067,0.208804551078137
72000,19.743868698034678,0.2750276495562627
73000,19.23805924818103,0.6237858052385726
74000,18.60652040852412,0.6788307305067052
75000,16.978254172060836,0.9137452358015272
76000,15.779552936441227,1.122239881105408
77000,13.85386794311529,1.4975591889342927
78000,12.771020673554274,1.657819210519031
79000,10.953188770828776,2.018388846875228
80000,9.262252766726384,2.352676178660179
81000,6.838578684381461,3.084711822155221
82000,4.716820762699657,3.778143018819195
83000,3.5498782886823164,4.250186283588208
84000,2.8744446112197357,4.39414168468681
85000,2.5923142205416645,4.627359439525482
86000,2.1905071348732754,4.9104011776172
87000,1.9391185190239595,5.055582643079832
88000,1.7357422680838126,5.399007743305325
89000,1.5285964337236269,5.72859927787486
90000,1.5591417869483317,5.652302881360325
91000,1.5619502664702736,5.737923102989689
92000,1.4751354209042256,6.188741965382938
93000,1.485735730548567,5.964302789517706
94000,1.5028369856337331,6.568886282036338
95000,1.4655271861352213,6.323162097316985
96000,1.563833966629145,6.631353418971497
97000,1.4495587369879002,6.27765573787236
98000,1.4582033193394008,5.9456201050904
99000,1.452158632309361,6.415236153696883
100000,1.473057199761117,6.043410551956966
