step,expected_cost,expected_diff
0,26.790595471354724,0.9841724584670661
1000,26.71640341078403,0.9812304681219354
2000,27.623462085189285,0.9546334774383192
3000,27.886036238725346,0.9453874607084404
4000,27.116291739446893,0.96952803708232
5000,27.979500019469743,0.9623339298719619
6000,28.12144608610559,0.9643842267333174
7000,27.634572603096277,0.962097035004848
8000,27.2257946998305,0.9770069602561482
9000,27.58208598044286,0.9701859780591539
10000,28.485386331113823,0.7002185378544943
11000,6.224055155351827,8.876818380155235
12000,6.424715627489709,9.338741777741008
13000,6.293482377376745,9.705323519528063
14000,6.377973008620953,9.597297281477678
15000,6.21723370211794,9.1393487798243
16000,6.331195447333021,9.315404393514045
17000,6.473144027752263,9.756722483836867
18000,6.182983729643308,9.168879065739656
19000,6.233475126833944,9.584988792576048
20000,6.3225382579078815,9.517328061400375
21000,6.338671644158335,9.638470952813716
22000,6.2144552474618635,9.584727489796842
23000,6.414663518018447,9.553420871892758
24000,6.246199333074023,9.172756413946317
25000,6.290633898917182,9.37998137590247
26000,6.423152426789049,9.409507753902119
27000,6.26489469572759,9.452888715837862
28000,6.465905844274869,9.3321791097688
29000,6.318022600631558,9.637703954795267
30000,6.525433476239949,9.315719739769088
31000,6.237635879817167,9.862164624246379
32000,6.330283002376805,9.05837514118483
33000,6.329918136709085,9.501862522627997
34000,6.441166662406748,9.275816722961801
35000,6.512932640742135,9.559747538802869
36000,6.218772617442993,9.3380848518333
37000,6.2832223091812525,9.236442623185573
38000,6.364795025377855,8.858482184500279
39000,6.281150433923213,9.616650270988254
40000,6.2874024955925165,9.585582169169218
41000,6.3811171055535825,9.309276648973167
42000,6.3985423185551955,9.823138961809258
43000,6.338539637722843,9.66262089946649
44000,6.261370576857846,9.799764413427539
45000,6.256508644324076,9.467560787321409
46000,6.3111638636715055,9.075721838158385
47000,6.608998753862039,9.584656768889678
48000,6.424165672315743,9.561519386755716
49000,6.397613293947598,9.819219068665726
50000,6.412380963296121,9.459674730838113
51000,6.2251906199746045,9.258932752764432
52000,6.379631684342009,9.138652061213465
53000,6.280864155627885,9.216172540106172
54000,6.3297966759358095,9.41373437863818
55000,6.219794462192834,9.412975667343488
56000,6.4390293322012955,9.338674305691153
57000,6.2143276145593624,9.591187162643994
58000,6.258966684184725,9.578109887847734
59000,6.307203992823811,9.667342923514516
60000,6.419110628037624,9.102957686651378
61000,6.490996534569993,9.52612214005305
62000,6.502289194133414,9.192811607483083
63000,6.459771189314174,9.609396588626465
64000,6.133504106113212,9.418053862616924
65000,6.380696999555625,9.29897512497527
66000,6.240019268090423,9.754246672314233
67000,6.030282210526095,9.327997859636843
68000,6.435056399589752,9.46605176881944
69000,6.509360517750337,9.335211692800799
70000,6.351896800063008,9.2396178103531
71000,6.215031637676334,9.383953347474426
72000,6.404794663389584,9.486394176890881
73000,6.284793818056305,8.971285796650696
74000,6.451058848180593,9.599867828873252
75000,6.368558207521392,9.552241384694144
76000,6.3969854765946295,9.494205702890335
77000,6.484236158784134,9.579651395292272
78000,6.382376586908869,9.771130294909852
79000,6.5968838429492465,9.44486308973413
80000,6.565849606207184,9.47652777777158
81000,6.242119125861915,9.413642145794388
82000,6.437107732437811,9.821699211111333
83000,6.7636352374733875,9.381122666274006
84000,6.272979796168823,9.304528277682289
85000,6.283539360304864,8.951695227311063
86000,6.266816222486117,9.459998959725215
87000,6.301840050115593,9.456106634248192
88000,6.388712441101189,9.595538025928345
89000,6.377656707873346,9.654173567551966
90000,6.280541280547843,9.606679386171624
91000,6.330187092814096,8.998658654879538
92000,6.27816769014806,9.667174315762555
93000,6.403953347889976,9.255480010191135
94000,6.326888774188164,9.461344069510545
95000,6.298165482506356,9.411895793090373
96000,6.2324776005755655,9.446410960620383
97000,6.282569913874685,9.891812774033891
98000,6.289953779138887,9.682382518916654
99000,6.468472153758594,9.561519386755716
100000,6.275757913186809,9.501768722110958
