step,expected_cost,expected_diff
0,23.277057059600157,2.457685787623976
1000,23.53953730928658,2.396534914890202
2000,23.5954648725459,2.3470430918435423
3000,23.99312153561258,2.2290623424453115
4000,24.149815273442513,2.3948484443226246
5000,24.015178521602863,2.3959759126442393
6000,24.593414619473307,2.4447656872660506
7000,24.6955856850666,2.3904461539248985
8000,23.97631753440877,2.3017591940958027
9000,23.038678655454305,2.3422585469865354
10000,28.199280094438066,0.5715181996958167
11000,6.369841374689563,9.483507288568871
12000,6.496845106748095,9.731266373851536
13000,6.410011256060724,9.535119726780309
14000,6.523633719021225,9.43505077431596
15000,6.2803068292370225,9.220839812648855
16000,6.274635861021681,9.09915300728227
17000,6.374057029114701,9.383953347474426
18000,6.397946886677536,9.737978984701659
19000,6.3832971822745295,9.47452843975227
20000,6.256965177200437,9.307092857244117
21000,6.288450798701238,8.934290598014638
22000,6.604801938722579,9.550118380500123
23000,6.419437795916922,9.744554250052186
24000,6.393677177049449,9.444955876452513
25000,6.2905948290773,9.52638055725333
26000,6.339420868351912,9.009514115423375
27000,6.352824413338639,9.54674774012634
28000,6.122327159829102,9.290062415885469
29000,6.334125368749831,9.577422191809285
30000,6.231754997539504,9.442298332052738
31000,6.207116986928055,9.39234486278053
32000,6.255979166533604,9.696494429841849
33000,6.111660351561033,9.33267708612607
34000,6.313996303373317,9.419295872414093
35000,6.184368342273716,9.080972633864043
36000,6.401720214015163,9.37377669189286
37000,6.367153290422453,9.491849247425153
38000,6.254532888827259,9.30333675409327
39000,6.267403822930756,9.592113705210352
40000,6.3476772488210305,9.181512446769213
41000,6.310145063441372,9.903132847275714
42000,6.516524755101531,9.60127081127043
43000,6.289278066957159,9.316846941840957
44000,6.11199242400245,9.588691597156577
45000,6.5677232434826625,9.696324899302091
46000,6.460380473011417,9.270384175471438
47000,6.4379663544763215,9.46118191085701
48000,6.419643453775848,9.459929895717389
49000,6.200264682604102,9.294977742487102
50000,6.3689702237688035,9.555071412918126
51000,6.31460945901701,9.419227344857505
52000,6.228560058961696,9.641636365230973
53000,6.03386153333486,9.524550558809613
54000,6.421308916465077,9.46730525000713
55000,6.341859451154213,9.714557739881936
56000,6.243399732693606,9.849007525280063
57000,6.387160253983701,9.503288058433496
58000,6.581361242560996,9.402626308043018
59000,6.08538456455479,9.502283180335619
60000,6.316157419623221,9.50036777468349
61000,6.442341598571228,9.437426661687208
62000,6.408879613872779,9.470393646732784
63000,6.274145912086692,9.011614909472819
64000,6.056601626422357,9.370426301762183
65000,6.3109985496224565,9.724123498178157
66000,6.3808028101839875,9.137715740332947
67000,6.270999642448376,9.103475865662798
68000,6.431017890342799,9.158856078775974
69000,6.4202925413066385,9.076797198321254
70000,6.3104771139360905,9.327251589442747
71000,6.247585282037774,9.35189215587157
72000,6.27090119862593,9.599534871111842
73000,6.338549802271316,9.29738044960473
74000,6.273035361152812,9.2344016257584
75000,6.48322746433479,9.354662745587683
76000,6.518890663487232,9.242705738179952
77000,6.3507209977465084,9.03116619390188
78000,6.181451717890627,9.37434662371965
79000,6.477885480752288,9.513744766418572
80000,6.299090928489084,9.766462298691199
81000,6.081094021364561,9.445279193457763
82000,6.416136024456483,9.829967037316843
83000,6.478250432252733,9.761652134035238
84000,6.274604624854302,9.61194831718686
85000,6.3706811206238125,9.398295896554776
86000,6.299210317926171,9.452286166676753
87000,6.091740759754539,9.185180236603182
88000,6.335535279946863,9.515759104828334
89000,6.386448081438804,9.279419381740698
90000,6.249770544530616,9.186301840910192
91000,6.248370493727399,9.057475767939918
92000,6.377507223116471,9.763466989027105
93000,6.354596579662085,9.559557865712978
94000,6.284723062618294,9.178438583394282
95000,6.4327906261607755,9.425486533567508
96000,6.244909861637228,9.61485987831395
97000,6.378087657091069,9.4641946648342
98000,6.286573975752771,9.328562772278026
99000,6.325655503992835,9.107824828583116
100000,6.441828671343108,9.419963160180973
